0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,Emotion
-0.3269351482784602,1.1472166185741628,-0.5307442014846628,0.6684234205556149,-0.9174957820398808,-0.6094596644964774,-0.5992188328441206,-0.570952808856948,0.6051235097553354,0.16373177614278095,-0.6028145961329631,-0.5653378417850768,0.3892313194259742,0.5285553745948662,-0.7632040388959018,0.06437194689148477,2.284047930563325,-0.604429950332362,-0.5907649225116708,-0.5164965254645955,-0.38642393028262884,0.033996554230638465,0.269117099581916,0.4818957437652933,-0.5895335796186998,-0.6358808673776696,-0.7182759317206636,-0.6387968065132508,-0.28996518884379124,-1.3470392301453888,-0.10933407821641725,1.230146812927878,0.40219840773666193,-0.4566252275076364,4.899064390836668,-0.6216012257701145,-0.6867714804548459,-0.5692137712681888,-0.7219223196241911,-1.0546597512144624,-0.5299416551054164,-0.47645172513132167,-1.6545629077237596,-0.4554000830249345,-0.5120638611140541,-1.316792062123379,-0.7837838431709668,0.7323513116845347,-0.5988774304664184,0.07341169397692299,-0.7697606476864036,-0.8143612537653518,0.3913284545583118,-0.8183020046481141,0.7984951213942355,0.9152245039283052,1.7749812876626891,-0.6286782287292413,-0.5270690029297013,-1.2474555030413852,1.2278317167873638,1.2219360197233489,3.089437446790187,Neutral
-0.3003224638991539,1.1533720816519504,-0.5394140194608704,0.659468698137421,-0.9611984998035641,-0.6091016172122773,-0.5992530546839014,-0.5694027433261974,0.5970034112480719,0.130083020598975,-0.6050328187034149,-0.5562515121510787,0.43933144908846455,0.5457994280067737,-0.7507362597797123,0.068692195000861,2.1730658879146714,-0.6044477189461352,-0.5909746068081753,-0.5084113269592302,-0.37706522389651864,0.03861144087450038,0.21878164980443432,0.41103251616205333,-0.5885735319619606,-0.6373755470672632,-0.6983872601304205,-0.6122161572061039,-0.28741371469509475,-1.3771069609572515,-0.15585247462711377,1.2450657305245743,0.4078531390504945,-0.4626362398143629,4.872339481237539,-0.6216355583552152,-0.7367589137135265,-0.568780720880812,-0.7128394472189763,-1.058533457047131,-0.5288755937078345,-0.47977041136255616,-1.6301846803543203,-0.4540201131139012,-0.46593966915068535,-1.3138062830881736,-0.7843814691293637,0.6852998934261915,-0.5986748442953809,0.04147245599092522,-0.7707358517796498,-0.8154980544349696,0.3657487324446648,-0.7919233922347173,0.7945488757850128,0.8953502610307909,1.7419996484237994,-0.6280912888857566,-0.5171002647332862,-1.2214188607314127,1.2361146950397452,1.2285877826494016,3.0430605521203606,Neutral
-0.26262086261789247,1.1610471014511605,-0.5479899752034916,0.6587140494264165,-0.9944474579463719,-0.6092198619527033,-0.5992285511726102,-0.5679033516898739,0.5911594027316098,0.09907245537068969,-0.60745572351051,-0.5160166353122982,0.5051322871205437,0.5723452290057329,-0.7519704769165958,0.07234596103821442,2.0677355401309763,-0.6045512767820812,-0.5910284603577446,-0.49895681332962144,-0.3668572935709744,0.03954427514672623,0.1688427778361131,0.3510220692581122,-0.5873773385533566,-0.6388221170650052,-0.6800329349659686,-0.5902448444349755,-0.2916312069419669,-1.408981985084525,-0.21275373851134258,1.254601384752459,0.4243027079052211,-0.465723141754747,4.83645172971369,-0.6211799897960647,-0.7808441676416686,-0.567989412566268,-0.7031914066259346,-1.063181654184536,-0.5274297474417576,-0.4811534870487012,-1.6112339155164486,-0.4526121811980483,-0.41935536079474284,-1.3095806102932406,-0.7873406214570398,0.6363951371269654,-0.5994210836757059,0.011153302412245566,-0.7713709851108844,-0.8158844494538076,0.33222387487146754,-0.7678225454065486,0.7905809924516709,0.8768071101825363,1.7207540338865936,-0.6262941857127209,-0.5026971336278074,-1.203926677935926,1.256666886816494,1.2568072385609386,2.978134799654104,Neutral
-0.21590542803339474,1.1690557358189326,-0.5571675746700899,0.6675183195943291,-1.027345903914736,-0.6094159568240195,-0.5989522130782552,-0.5664322237008591,0.5824363847035909,0.06177084550607239,-0.6103891542750037,-0.4882218535232357,0.5803704138694986,0.6114183415483886,-0.7527298354054648,0.06218760651213716,1.9401790420677365,-0.60492862564247,-0.591033102409281,-0.48828411964941587,-0.35315062954488186,0.04113954135589483,0.1169433308699724,0.28831015845611985,-0.5861454926153784,-0.6402145212034355,-0.6598768418902213,-0.5626213572646409,-0.28699616496146996,-1.4385607303080392,-0.2645365151628383,1.2643117966172885,0.4270407402174534,-0.4681291667382027,4.792405186272461,-0.6205925018783738,-0.8155764766644804,-0.5671792088332216,-0.6927830256024352,-1.0620593818917687,-0.5272314163085845,-0.4812513013896725,-1.5952813615447863,-0.4530185220959756,-0.3726270236392683,-1.2997325657547867,-0.7905689502122784,0.5902951440221088,-0.6000835360581249,-0.016339891233418623,-0.7717557067368198,-0.8155981134010677,0.29383343053950256,-0.7423025911333365,0.7796022971305917,0.8594469562307591,1.7057590070820712,-0.6242221878205452,-0.48445549159251394,-1.1796209258966972,1.2852498477571868,1.2967241585750064,2.8862925300853726,Neutral
-0.16463835776848254,1.1802383414135509,-0.5634039684921617,0.669448585248686,-1.0526068054255902,-0.608873853523361,-0.5984925695766748,-0.5639832914199968,0.5574023891768143,0.02388627708790321,-0.6101414821035225,-0.5015639586774633,0.6589485425389107,0.6618773360910706,-0.7398506068290612,0.03972140294426038,1.807271466544319,-0.6048773374691738,-0.5909621080887466,-0.4788109198015903,-0.33864577828477144,0.0411741870504422,0.058924226562129624,0.2418286897083747,-0.5851293686166807,-0.6415654542728417,-0.639489521574398,-0.5424992752878526,-0.2812207401081067,-1.472493182521412,-0.3194962901245226,1.281390434537478,0.4338223813570589,-0.4735209725841421,4.738115211932864,-0.6195196018213587,-0.8450555701050251,-0.5664730709102495,-0.6835854649702647,-1.0625864058318606,-0.5272231846654123,-0.4801250837179348,-1.580509022916767,-0.45351760017513265,-0.3294879183662755,-1.2905404919111643,-0.7958157095933351,0.5485051423324157,-0.6001756580301668,-0.043103622583820785,-0.7711706713212871,-0.8148369730830042,0.25162404600732285,-0.7168323529919287,0.7727766912092976,0.8439918291816655,1.698702735638129,-0.6226993275206493,-0.464324595316386,-1.1593417471048084,1.323690541714723,1.3495191328491287,2.791003553496485,Neutral
-0.10633975732058307,1.1917874825275496,-0.5675848539812898,0.6655937090169116,-1.0415653273856376,-0.6082466265243431,-0.5980133254589097,-0.5617395075815579,0.526342941881411,-0.0016347934631192314,-0.6070675898552652,-0.4892262685204808,0.7475102400608177,0.7187751504332888,-0.7262890398100587,0.014617836094276816,1.6714841510148675,-0.6043346245529906,-0.5907388775906341,-0.47216434836186727,-0.32555983248154585,0.03803291523844577,0.004073337189810261,0.1960445762251745,-0.5841800447668337,-0.6425930022543668,-0.6140047967947698,-0.5178045480474595,-0.2700178249603316,-1.5060937915711414,-0.36067254902467044,1.298205967101137,0.45900091262670223,-0.4700045315476997,4.665678510582136,-0.6178575096625628,-0.8518568718165077,-0.5656809928536256,-0.6746958447831769,-1.0546600260279975,-0.526228009840843,-0.4768005559106918,-1.566770838007498,-0.45320254282102473,-0.2835218040450754,-1.269789526480738,-0.8028882755246899,0.5067623997746177,-0.6004766235559554,-0.07117385558507046,-0.7714917089131726,-0.8132295843274622,0.19918851410162725,-0.6912485861215832,0.7612902170544402,0.830025821786131,1.704902121969178,-0.6213854387748026,-0.4417007094224504,-1.1397663596662595,1.3785362859326231,1.4232607805776885,2.6956681138593623,Neutral
-0.03988434553870072,1.1982843532586636,-0.5703231493242509,0.6632093850948434,-1.0288369453198996,-0.6077428049802122,-0.597221456619682,-0.559717379047377,0.5115934114360333,-0.022868770894505897,-0.6115908044141134,-0.5107085521296371,0.8426560396185577,0.7642684604567063,-0.7301460051991308,-0.016073894370629463,1.5443481703249096,-0.6043609740757516,-0.5903368092425455,-0.46522895664053904,-0.31256542990482816,0.032998837936813886,-0.04112453807553832,0.15275201440666553,-0.5832532827342742,-0.6439594389565434,-0.5882733140308748,-0.49532938386841346,-0.2596250026644642,-1.5354219483588518,-0.4113116399475073,1.3068061027327817,0.4660201841836691,-0.4673694612493208,4.596766836301212,-0.6165474598488463,-0.8564878570334573,-0.5647216861197784,-0.6696800280291061,-1.0496348259078612,-0.5242337954435934,-0.47167191059493596,-1.5565456411208756,-0.4543374264413257,-0.2429435669837391,-1.2506430655292375,-0.8086910587949733,0.47307962231060696,-0.6010651982739085,-0.09889192808154575,-0.7714623356888103,-0.8103228591411762,0.14694057310939182,-0.6679477961314728,0.7461661732735884,0.8180160550658463,1.7171894099090195,-0.6206811814033093,-0.4169726774572009,-1.1223357111019834,1.4351088830927148,1.504143837525415,2.5881683314459143,Neutral
0.02906800796556522,1.2086112964839832,-0.5752914848881716,0.6666636199674997,-1.0036453088790735,-0.6073412699315277,-0.5963546873795648,-0.5580639287869423,0.49490732763519557,-0.04586350728446479,-0.6189443536515792,-0.4936639675862125,0.9439788907569865,0.8112148964787553,-0.7267163156547259,-0.04579456160871601,1.4069529373063778,-0.6042802997078615,-0.5897730438245408,-0.45638146425919557,-0.29876505648401946,0.027513556354618607,-0.08366411528886396,0.11533496124034351,-0.5822926762557156,-0.6451314162090698,-0.5688520016805664,-0.4765426196218658,-0.2534532395397144,-1.5598393084542874,-0.46175208706435295,1.315928811839258,0.4583545048067417,-0.4669352716467178,4.522026067486571,-0.6152902713228167,-0.8509198139662633,-0.5636028102243883,-0.6629296435996583,-1.0383653254123655,-0.5221072422394589,-0.46535155854476506,-1.547877345126425,-0.4561089505356204,-0.20927399811038416,-1.2278990395602472,-0.8168443259285064,0.4424168747158773,-0.6022097524654574,-0.12090456377801903,-0.7704834700629057,-0.8071613409110653,0.08690254986306911,-0.6482829023190568,0.7293955924368968,0.8095342976943563,1.7382875394064385,-0.621269032568865,-0.39156725112074425,-1.1072014323947623,1.494864543529166,1.5878631700288663,2.4929281939399943,Neutral
0.09459394193969561,1.222001612628475,-0.5808287082454124,0.6683836799850796,-0.973257814289463,-0.6071612641916054,-0.5954176989647486,-0.5569780454680063,0.4713235718399677,-0.06807075778142974,-0.6212740194156144,-0.4648254442862294,1.048253040931474,0.8768951298980701,-0.7163949588883928,-0.08601790115064344,1.2993523045158903,-0.604273947872418,-0.5890732539017307,-0.4454560326485959,-0.2845447599524054,0.021789101752227116,-0.12057201938253267,0.08516704664747932,-0.5813010779180167,-0.6460948506327983,-0.5518402721395654,-0.46100738717135964,-0.22810892819170914,-1.5679730189625511,-0.5113289204922883,1.3246441126421682,0.47871206689385937,-0.4567402188569213,4.435469103940521,-0.6137569059751574,-0.8330675696630281,-0.562500274145653,-0.6565708883021216,-1.0249035073549093,-0.5204835786890301,-0.4586950280906879,-1.5430930861100154,-0.4581659179026524,-0.1806325321330314,-1.2016373748435065,-0.8252787892334915,0.4169660897871758,-0.6032032720794189,-0.13881458603699837,-0.7692609460411219,-0.8032594377730035,0.009628794581360369,-0.6332132117028937,0.7119542649200095,0.8012015347679867,1.7666831014545008,-0.6222576087740204,-0.3658665634430307,-1.0961793800090942,1.5618718382780985,1.6800032615422003,2.39530721550813,Neutral
0.1605694309917062,1.2372582938863825,-0.5842099070524531,0.6686117050697533,-0.9261358777831806,-0.6069812781843518,-0.5941726265651942,-0.55578588319458,0.44366426274603715,-0.08359904341394178,-0.6231436889813503,-0.4773548327518536,1.157599118232906,0.959919537195142,-0.7069843272933488,-0.1384029239717428,1.2040475841104221,-0.604645703332435,-0.5882759447677554,-0.4334558550470671,-0.27055030522765977,0.015044939967880583,-0.15012183331894033,0.06991651456033426,-0.5804579881389973,-0.6473327014869841,-0.5323918095598578,-0.4493061931361986,-0.2061576937275916,-1.5701633968956272,-0.5472905217454087,1.3235051132186222,0.5058414727741345,-0.4446273587767401,4.338395079051569,-0.6125619809068512,-0.8105060421257213,-0.561387743471567,-0.6506445694063762,-1.0099214003782198,-0.5192668085740539,-0.45124226332921763,-1.5430448184989025,-0.4610408767591763,-0.1591615744591411,-1.1765054818251588,-0.8335838803098401,0.39589429351242933,-0.6036531407549418,-0.15237099835962759,-0.7699860736044437,-0.7982520411597072,-0.054931345250099996,-0.6167992387302604,0.6912616479919078,0.7961275002316944,1.8012174782017711,-0.6220018203873607,-0.3394568791644083,-1.0866178093795338,1.638087177547176,1.7742658365223447,2.3038872041162626,Neutral
